Location,Fuel_Type,Transmission,Owner_Type,Seats,Price,mlg,age,make,model,mileage_new,engine_new,power_new,KM_Driven
Hyderabad,Petrol,Manual,First,5,5.75,17,4,volkswagen,ameo,,1198,73.75,18
Mumbai,Petrol,Manual,Second,5,1.05,18.9,14,maruti,wagon,,998,67.1,141
Mumbai,Diesel,Manual,Second,7,4.85,24.2,6,honda,mobilio,,1498,98.6,80
Bangalore,Diesel,Manual,First,5,3.2,17.8,9,ford,fiesta,,1399,68,85
Chennai,Diesel,Manual,First,5,4.5,26.59,4,maruti,swift,,1248,74,91
Kochi,Diesel,Manual,First,7,3.45,17.21,6,mahindra,quanto,,1493,100,58
Delhi,Diesel,Manual,First,5,3.75,22.07,7,volkswagen,polo,,1199,73.9,77
Kolkata,Diesel,Manual,First,7,8.2,12.99,8,toyota,innova,,2494,100,85
Jaipur,Petrol,Manual,Third,5,1.1,13,15,honda,city,,1493,100,123
Chennai,Petrol,Manual,First,5,2.45,24.7,5,maruti,alto,,796,47.3,63
Kolkata,Diesel,Manual,First,5,3,26.59,3,maruti,swift,,1248,74,60
Ahmedabad,Diesel,Manual,First,5,9.25,24.3,3,maruti,vitara,,1248,88.5,33
Kochi,Diesel,Manual,First,5,3.45,23,7,hyundai,i20,,1396,90,67
Coimbatore,Petrol,Automatic,First,5,5.25,23.1,3,maruti,celerio,,998,67.04,35
Delhi,Petrol,Automatic,First,5,2.9,16.95,8,hyundai,i10,,1197,78.9,62
Kochi,Petrol,Manual,First,5,5.8,18.9,2,hyundai,grand,,1197,82,43
Coimbatore,Petrol,Automatic,First,5,7.22,18.9,3,hyundai,grand,,1197,82,28
Coimbatore,Petrol,Manual,First,5,4.87,18.9,4,hyundai,grand,,1197,81.86,29
Delhi,Petrol,Manual,First,5,3.3,16.47,7,volkswagen,polo,,1198,74,63
Hyderabad,Petrol,Manual,Second,5,3,17.7,13,honda,city,,1497,78,91
Hyderabad,Petrol,Manual,First,5,2.9,14,3,maruti,omni,,796,35,24
Hyderabad,Petrol,Manual,First,5,2.36,22.74,5,maruti,alto,,796,47.3,24
Coimbatore,Diesel,Manual,First,5,11.39,24.3,3,maruti,vitara,,1248,88.5,26
Delhi,Diesel,Manual,First,5,8,24.3,4,maruti,vitara,,1248,88.5,35
Kochi,Petrol,Manual,First,5,7.11,18.6,3,hyundai,i20,,1197,81.83,51
Hyderabad,Petrol,Manual,First,5,2.15,19.7,11,maruti,alto,,796,46.3,65
Kolkata,Petrol,Manual,First,5,3.25,18,7,honda,amaze,,1198,86.7,40
Mumbai,Diesel,Manual,First,5,4.61,24,7,hyundai,grand,24,1120,70,71
Chennai,Diesel,Manual,Second,5,4.05,24,6,hyundai,grand,24,1120,70,33
Jaipur,Petrol,Manual,Second,4,0.8,16.1,11,maruti,800,16.1,796,37,22
Hyderabad,Diesel,Manual,First,5,5.6,23.59,6,toyota,etios,23.59,1364,67.1,59
Delhi,Diesel,Manual,First,5,5.35,22.54,5,hyundai,i20,22.54,1396,88.73,44
Mumbai,Petrol,Manual,First,5,3.25,24.07,3,maruti,alto,24.07,998,67.1,12
Pune,Petrol,Automatic,First,5,4.25,23.1,4,maruti,celerio,23.1,998,67.04,38
Pune,Petrol,Manual,First,5,5.3,19.1,4,maruti,swift,19.1,1197,85.8,32
Coimbatore,Diesel,Manual,First,5,9.43,21.43,6,toyota,corolla,21.43,1364,87.2,69
Pune,Petrol,Manual,First,5,2.75,18.5,8,hyundai,i20,18.5,1197,80,39
Chennai,Petrol,Manual,First,5,6.95,21.1,3,maruti,baleno,21.1,998,100,46
Chennai,Petrol,Automatic,First,5,6.75,17.97,5,nissan,sunny,17.97,1498,99.6,27
Chennai,Petrol,Automatic,First,5,5.5,18.9,5,hyundai,grand,18.9,1197,82,15
Jaipur,Petrol,Manual,First,5,4.15,19.1,6,hyundai,xcent,19.1,1197,82,12
Kochi,Petrol,Manual,First,5,4.11,21.5,5,maruti,wagon,21.5,1197,81.8,49
Kochi,Petrol,Manual,First,5,4.56,17.71,5,toyota,etios,17.71,1197,78.9,52
Coimbatore,Diesel,Manual,First,5,5.27,23.59,5,toyota,etios,23.59,1364,67.06,49
Kochi,Diesel,Manual,First,7,9.11,18.06,1,mahindra,thar,18.06,2523,63,13
Delhi,Diesel,Manual,First,5,10.17,21.38,4,hyundai,creta,21.38,1396,88.7,42
Pune,Diesel,Manual,First,5,4.5,28.4,6,maruti,swift,28.4,1248,74,115
Kochi,Petrol,Manual,Second,5,2.47,19.7,8,maruti,alto,19.7,796,46.3,14
Ahmedabad,Diesel,Manual,First,5,7.9,23.65,4,maruti,s,23.65,1248,88.5,58
Hyderabad,Petrol,Manual,First,5,2.3,21.1,9,hyundai,eon,21.1,814,55.2,68
Hyderabad,Petrol,Manual,First,5,3.25,21.1,4,hyundai,eon,21.1,814,55.2,30
Bangalore,Diesel,Manual,First,5,5.85,20.65,3,tata,zest,20.65,1248,88.7,27
Kochi,Petrol,Manual,First,5,8.32,21.1,2,maruti,baleno,21.1,998,100,18
Hyderabad,Petrol,Manual,First,5,3.45,20.36,7,hyundai,i10,20.36,1197,78.9,59
Mumbai,Petrol,Manual,First,5,5.15,18.9,3,hyundai,grand,18.9,1197,82,13
Kochi,Petrol,Manual,First,5,3.51,19.4,6,honda,brio,19.4,1198,86.8,74
Kolkata,Diesel,Manual,First,5,3.45,21.9,5,hyundai,i20,21.9,1396,88.76,45
Pune,Petrol,Manual,First,5,3.75,16.47,7,volkswagen,polo,16.47,1198,73.9,57
Pune,Petrol,Manual,Second,5,1.45,13,19,honda,city,13,1493,100,125
Delhi,Diesel,Manual,First,5,2.2,18.7,12,skoda,octavia,18.7,1896,66,80
Kolkata,Diesel,Manual,First,7,5,24.2,6,honda,mobilio,24.2,1498,98.6,45
Pune,Diesel,Manual,Second,7,5.9,20.77,8,maruti,ertiga,20.77,1248,88.76,105
Mumbai,Petrol,Manual,First,5,3.75,18.9,7,hyundai,grand,18.9,1197,82,26
Chennai,Petrol,Manual,First,5,4.75,18,6,honda,amaze,18,1198,86.7,48
Chennai,Petrol,Manual,First,5,6.95,18.6,3,hyundai,i20,18.6,1197,81.83,5
Mumbai,Petrol,Manual,First,5,5.4,17,4,volkswagen,ameo,17,1198,73.75,16
Chennai,Petrol,Manual,First,5,2.15,24.07,9,maruti,alto,24.07,998,67.1,28
Jaipur,Petrol,Manual,First,5,0.9,19.7,15,maruti,alto,19.7,796,46.3,49
Kolkata,Petrol,Manual,First,5,3.5,20.51,4,maruti,wagon,20.51,998,67.04,12
Kochi,Diesel,Manual,First,5,5.85,20.4,4,fiat,linea,20.4,1248,92,56
Pune,Diesel,Manual,First,5,3.15,19.3,10,maruti,swift,19.3,1248,73.9,105
Pune,Diesel,Manual,First,5,6,21.64,4,renault,scala,21.64,1461,84.8,52
Kolkata,Petrol,Manual,First,5,2.23,18.5,10,hyundai,i20,18.5,1197,80,38
Bangalore,Petrol,Manual,First,5,2.5,19.1,4,hyundai,xcent,19.1,1197,82,50
Kochi,Petrol,Manual,First,5,3.87,18.9,5,maruti,wagon,18.9,998,67.1,50
Chennai,Petrol,Manual,Second,5,1.5,17.92,10,hyundai,santro,17.92,1086,62.1,115
Kolkata,Petrol,Manual,First,5,3,20.51,3,maruti,wagon,20.51,998,67.04,8
Coimbatore,Diesel,Manual,First,5,11,24.3,2,maruti,vitara,24.3,1248,88.5,28
Pune,Diesel,Automatic,First,5,7.65,26.59,4,maruti,dzire,26.59,1248,74,30
Hyderabad,Diesel,Manual,First,7,9.9,25.47,4,maruti,ertiga,25.47,1248,88.5,42
Mumbai,Petrol,Manual,First,5,2.05,13.2,10,hyundai,accent,13.2,1495,94,32
Kolkata,Petrol,Manual,First,5,5.25,17,4,hyundai,i20,17,1197,80,19
Hyderabad,Petrol,Manual,First,5,1.95,19.7,10,maruti,alto,19.7,796,46.3,94
Delhi,Petrol,Manual,First,5,2.6,18.9,8,maruti,wagon,18.9,998,67.1,68
Ahmedabad,Petrol,Manual,Second,5,3.25,17,9,hyundai,i20,17,1197,80,72
Hyderabad,Diesel,Manual,First,5,3.85,21.1,10,maruti,ritz,21.1,1248,73.9,75
Pune,Petrol,Manual,First,5,3.25,19.4,7,honda,brio,19.4,1198,86.8,50
Jaipur,Diesel,Manual,First,5,5.31,19.3,6,maruti,swift,19.3,1248,73.9,65
Kolkata,Petrol,Manual,First,5,3.59,19.81,4,hyundai,i10,19.81,1086,68.05,7
Kochi,Petrol,Manual,First,5,7.35,20.73,4,maruti,ciaz,20.73,1373,91.1,43
Coimbatore,Petrol,Manual,First,5,6.02,18.9,3,hyundai,grand,18.9,1197,82,23
Delhi,Diesel,Manual,First,5,5.5,22.7,6,ford,ecosport,22.7,1498,89.84,60
Kolkata,Petrol,Manual,First,5,4.43,18.6,5,hyundai,i20,18.6,1197,81.83,35
Ahmedabad,Petrol,Manual,First,5,2.65,22,6,hyundai,eon,22,814,55,47
Delhi,Petrol,Manual,First,5,3.2,17.6,9,toyota,etios,17.6,1496,88.7,36
Chennai,Diesel,Manual,First,5,4.25,23.4,4,maruti,swift,23.4,1248,74,75
Kolkata,Petrol,Manual,First,5,1.1,19.7,12,maruti,alto,19.7,796,46.3,38
Chennai,Petrol,Manual,First,5,4.3,23.1,5,maruti,celerio,23.1,998,67.04,57
Hyderabad,Diesel,Manual,First,5,8.9,22.7,5,ford,ecosport,22.7,1498,89.84,45
Hyderabad,Diesel,Manual,First,5,4.25,17.8,12,maruti,swift,17.8,1248,75,76
Mumbai,Petrol,Manual,First,5,5.95,18.7,4,honda,jazz,18.7,1199,88.7,28
Kolkata,Petrol,Manual,Second,5,1.25,15.7,9,fiat,grande,15.7,1172,67,25
Pune,Petrol,Manual,First,7,5.5,16.02,7,maruti,ertiga,16.02,1373,93.7,82
Chennai,Petrol,Manual,First,5,3.25,18.44,7,nissan,micra,18.44,1198,75,30
Coimbatore,Petrol,Manual,First,5,6.58,16.78,4,toyota,etios,16.78,1496,88.73,33
Kochi,Petrol,Manual,First,5,6.14,18.7,3,honda,jazz,18.7,1199,88.7,41
Jaipur,Diesel,Manual,First,5,4.95,28.4,7,maruti,dzire,28.4,1248,73.75,77
Coimbatore,Petrol,Automatic,First,5,5.72,18.9,5,hyundai,grand,18.9,1197,82,69
Hyderabad,Diesel,Manual,First,5,3.85,19.3,10,maruti,swift,19.3,1248,73.9,130
Ahmedabad,Petrol,Manual,First,7,5.75,16.02,8,maruti,ertiga,16.02,1373,93.7,28
Jaipur,Petrol,Manual,Second,4,0.9,16.1,10,maruti,800,16.1,796,37,70
Kolkata,Petrol,Manual,First,5,3.99,19.1,6,maruti,swift,19.1,1197,85.8,45
Kolkata,Diesel,Manual,First,5,3.5,24,6,hyundai,grand,24,1120,70,43
Coimbatore,Petrol,Manual,First,5,3.65,20.36,9,hyundai,i10,20.36,1197,78.9,50
Bangalore,Petrol,Automatic,First,5,5.4,18.9,6,hyundai,grand,18.9,1197,82,21
Mumbai,Diesel,Manual,First,5,8.7,27.39,2,maruti,baleno,27.39,1248,74,2
Kolkata,Diesel,Manual,First,5,1.89,21.1,9,maruti,ritz,,1248,73.9,35
Kolkata,Diesel,Manual,First,5,4,23.4,5,maruti,swift,,1248,74,168
Hyderabad,Diesel,Manual,First,7,7.85,24.52,5,maruti,ertiga,,1248,88.5,93
Pune,Diesel,Manual,Third,5,1.25,18.7,15,skoda,octavia,,1896,66,88
Delhi,Diesel,Manual,First,5,3.95,20.14,6,volkswagen,polo,,1498,88.8,32
Pune,Petrol,Manual,Second,5,1.6,17.92,8,hyundai,santro,,1086,62.1,79
Hyderabad,Petrol,Manual,First,5,0.6,13.2,16,hyundai,accent,,1495,94,110
Coimbatore,Petrol,Manual,Second,5,3.39,21.1,6,hyundai,eon,,814,55.2,45
Mumbai,Diesel,Manual,First,5,5.91,26.8,3,maruti,ignis,,1248,74,19
Mumbai,Petrol,Manual,First,5,3.75,17.5,8,maruti,swift,,1298,85.8,15
Delhi,Petrol,Manual,First,5,3.8,19.4,5,honda,brio,,1198,86.8,44
Delhi,Diesel,Manual,First,5,4.35,23.59,6,toyota,etios,,1364,67.04,63
Kolkata,Petrol,Manual,First,5,3,15.64,5,tata,indigo,,1193,64.08,103
Pune,Diesel,Manual,First,5,5.45,22.7,6,ford,ecosport,,1498,89.84,72
Mumbai,Petrol,Manual,First,5,2.7,18.9,10,maruti,wagon,,998,67.1,19
Hyderabad,Diesel,Manual,First,5,5.8,20.14,5,volkswagen,polo,,1498,88.8,75
Pune,Petrol,Manual,Second,5,0.95,15.3,13,tata,indica,,1193,65.3,137
Jaipur,Petrol,Manual,Second,4,0.63,16.1,18,maruti,800,,796,37,53
Pune,Petrol,Manual,First,5,3,24.07,4,maruti,alto,,998,67.1,7
Hyderabad,Diesel,Manual,First,5,6,26.59,4,maruti,swift,,1248,74,30
Mumbai,Diesel,Manual,First,5,7.65,28.09,4,maruti,ciaz,,1248,88.5,38
Kolkata,Diesel,Manual,First,5,2.25,20,7,ford,figo,,1399,68,22
Coimbatore,Petrol,Manual,First,5,3.46,15.6,9,ford,figo,,1196,70,51
Mumbai,Petrol,Automatic,First,5,8.25,19,2,honda,jazz,19,1199,88.7,3
Pune,Petrol,Manual,First,5,1.25,17.3,14,maruti,zen,17.3,993,60,67
Jaipur,Diesel,Manual,First,5,7.4,26.21,5,maruti,ciaz,26.21,1248,88.5,65
Kochi,Petrol,Manual,First,5,3.07,25.17,4,renault,kwid,25.17,799,53.3,53
Coimbatore,Petrol,Automatic,First,5,3.84,19.2,9,hyundai,i10,19.2,1197,80,50
Pune,Petrol,Automatic,First,5,4.2,23.1,4,maruti,celerio,23.1,998,67.04,64
Kochi,Diesel,Manual,First,5,10.82,21.38,2,hyundai,creta,21.38,1396,88.7,41
Hyderabad,Diesel,Manual,First,5,6.1,27.3,4,honda,jazz,27.3,1498,98.6,44
Chennai,Petrol,Manual,Third,5,1,13.7,19,mitsubishi,lancer,13.7,1468,85.8,104
Coimbatore,Petrol,Manual,First,5,4.69,16.95,8,nissan,sunny,16.95,1498,97.6,50
Mumbai,Petrol,Manual,First,5,6.5,18.6,2,hyundai,i20,18.6,1197,81.83,17
Chennai,Diesel,Manual,First,5,3,23.08,6,nissan,micra,23.08,1461,63.1,100
Kochi,Petrol,Automatic,First,5,6.9,19.12,5,maruti,ciaz,19.12,1373,91.1,50
Chennai,Petrol,Manual,First,5,4.25,17,9,hyundai,i20,17,1197,80,24
Kolkata,Diesel,Manual,First,5,4.9,25.1,6,honda,city,25.1,1498,98.6,37
Pune,Petrol,Manual,Second,5,3.6,20.4,6,maruti,swift,20.4,1197,81.8,42
Pune,Petrol,Manual,First,5,1.3,16.1,9,maruti,swift,16.1,1298,88.2,70
Kolkata,Petrol,Manual,First,5,3.75,18.9,5,hyundai,grand,18.9,1197,82,15
Mumbai,Petrol,Manual,First,5,2.1,18.9,10,maruti,wagon,18.9,998,67.1,70
Hyderabad,Diesel,Manual,First,5,8.8,22.77,4,ford,ecosport,22.77,1498,98.59,36
Coimbatore,Petrol,Manual,First,5,5.84,16.47,5,volkswagen,polo,16.47,1198,74,25
Ahmedabad,Petrol,Automatic,Second,5,3.25,24.04,3,renault,kwid,24.04,999,67,12
Coimbatore,Petrol,Automatic,First,5,4.9,16.5,7,honda,brio,16.5,1198,86.8,33
Kochi,Petrol,Manual,First,5,6.46,18.16,2,ford,figo,18.16,1196,86.8,32
Ahmedabad,Diesel,Manual,First,5,2.7,25,7,tata,indigo,25,1396,69.01,31
Chennai,Diesel,Manual,First,5,4.6,25.83,4,ford,figo,25.83,1498,99,70
Jaipur,Diesel,Manual,First,5,5.35,23.4,6,maruti,swift,23.4,1248,74,61
Pune,Diesel,Manual,First,5,2.3,23.08,9,nissan,micra,23.08,1461,63.1,72
Pune,Petrol,Manual,First,5,3.2,17,9,hyundai,i20,17,1197,80,54
Kolkata,Diesel,Manual,First,5,5.99,21.19,5,hyundai,i20,21.19,1396,88.73,27
Kolkata,Diesel,Manual,First,5,1.8,20,9,ford,figo,20,1399,68.05,37
Bangalore,Diesel,Manual,First,5,5.45,21.9,7,hyundai,i20,21.9,1396,88.76,60
Mumbai,Petrol,Manual,First,5,3.7,18.5,8,hyundai,i20,18.5,1197,82.85,50
Chennai,Petrol,Manual,First,5,3.49,19.4,7,honda,brio,19.4,1198,86.8,58
Kolkata,Diesel,Manual,First,5,3.55,21.9,7,hyundai,i20,21.9,1396,88.76,25
Hyderabad,Petrol,Manual,First,5,2.7,19,9,maruti,a-star,19,998,66.1,53
Chennai,Petrol,Manual,First,5,1.5,19.7,14,maruti,alto,19.7,796,46.3,68
Hyderabad,Diesel,Manual,First,5,5.2,22.9,7,maruti,swift,22.9,1248,74,73
Kolkata,Petrol,Manual,First,5,2.5,18.5,9,maruti,ritz,18.5,1197,85.8,150
Jaipur,Diesel,Manual,Second,5,3.9,21.9,7,hyundai,i20,21.9,1396,88.76,70
Kolkata,Diesel,Manual,First,5,3.85,25.2,7,maruti,swift,25.2,1248,74,115
Chennai,Diesel,Manual,First,5,3.45,17.8,10,maruti,swift,17.8,1248,75,84
Jaipur,Petrol,Manual,First,5,3.2,24.07,4,maruti,alto,24.07,998,67.1,51
Hyderabad,Diesel,Manual,First,5,6,22.7,6,ford,ecosport,22.7,1498,89.84,55
Delhi,Diesel,Manual,First,5,3.5,24,6,hyundai,grand,24,1120,70,42
Hyderabad,Petrol,Manual,First,5,2.15,16.6,14,ford,fiesta,16.6,1388,68,69
Delhi,Petrol,Manual,First,5,2,19,10,maruti,a-star,19,998,66.1,70
Kochi,Diesel,Manual,First,5,4.27,23.2,5,maruti,ritz,23.2,1248,73.94,35
Chennai,Petrol,Automatic,First,5,3.95,23.1,6,maruti,celerio,23.1,998,67.04,18
Ahmedabad,Diesel,Manual,First,5,6.25,23.59,3,toyota,etios,,1364,67.04,42
Jaipur,Diesel,Manual,First,5,2.5,19.4,8,tata,indica,,1405,70,90
Hyderabad,Diesel,Manual,First,5,1.99,18.7,15,skoda,octavia,,1896,66,105
Delhi,Petrol,Manual,First,5,3.25,16.78,6,toyota,etios,,1496,88.73,70
Kolkata,Petrol,Automatic,First,5,1.5,16.4,14,honda,city,,1497,78,44
Delhi,Diesel,Manual,First,5,7,22.54,3,hyundai,i20,,1396,88.73,25
Coimbatore,Petrol,Automatic,First,5,4.88,23.1,5,maruti,celerio,,998,67.04,59
Mumbai,Petrol,Manual,First,5,6.55,20.73,5,maruti,ciaz,,1373,91.1,30
Coimbatore,Diesel,Manual,Second,5,4.34,20,7,ford,figo,,1399,68,44
Mumbai,Petrol,Manual,Second,5,2.15,20.4,12,maruti,swift,,1197,81.8,69
Mumbai,Petrol,Manual,First,5,3.1,19.4,7,honda,brio,,1198,86.8,41
Mumbai,Petrol,Manual,First,5,5.95,18.6,4,hyundai,i20,,1197,81.83,6
Mumbai,Diesel,Manual,Second,5,0.86,16.8,14,tata,indica,,1405,68,133
Mumbai,Petrol,Manual,First,5,2.25,19.81,9,hyundai,i10,,1086,68.05,15
Kochi,Petrol,Manual,First,5,6.13,17,4,hyundai,i20,,1197,80,69
Pune,Petrol,Automatic,Second,5,3.79,15.5,6,honda,amaze,,1198,86.7,49
Pune,Petrol,Automatic,Second,5,3.85,16.95,7,hyundai,i10,,1197,78.9,15
Hyderabad,Diesel,Manual,First,5,4.5,22.07,7,volkswagen,polo,,1199,73.9,86
Coimbatore,Petrol,Manual,First,5,8.61,21.1,2,maruti,baleno,,998,100,26
Ahmedabad,Diesel,Manual,First,5,6.5,21.9,4,hyundai,i20,,1396,88.76,74
Pune,Petrol,Automatic,First,5,4.7,23.1,3,maruti,celerio,,998,67.04,20
Chennai,Diesel,Manual,Second,5,3,19.68,6,ford,classic,,1399,67,83
Delhi,Diesel,Manual,Second,5,5.5,26.21,5,maruti,ciaz,26.21,1248,88.5,46
Pune,Petrol,Manual,First,5,3.35,18.9,5,maruti,wagon,18.9,998,67.1,25
Coimbatore,Petrol,Manual,First,5,7.09,18.6,4,hyundai,i20,18.6,1197,81.83,40
Delhi,Petrol,Manual,First,5,6.5,18.9,2,hyundai,grand,18.9,1197,81.86,10
Chennai,Diesel,Manual,First,5,4.5,22.07,8,volkswagen,polo,22.07,1199,73.9,94
Kochi,Petrol,Manual,First,5,3.82,16.47,8,volkswagen,polo,16.47,1198,73.9,52
Jaipur,Diesel,Manual,First,5,5.25,20.45,7,renault,duster,20.45,1461,83.8,61
Hyderabad,Diesel,Manual,First,5,8.5,27.39,3,maruti,baleno,27.39,1248,74,20
Delhi,Petrol,Manual,First,5,3.25,16.47,7,volkswagen,polo,16.47,1198,73.9,75
Mumbai,Petrol,Manual,First,5,5.95,20.73,5,maruti,ciaz,20.73,1373,91.1,51
Kochi,Diesel,Manual,First,5,6.79,19.87,5,renault,duster,19.87,1461,83.8,65
Mumbai,Petrol,Manual,First,5,2.55,21.1,4,hyundai,eon,21.1,814,55.2,25
Coimbatore,Petrol,Manual,First,5,6.18,16.47,4,volkswagen,polo,16.47,1198,73.9,28
Pune,Petrol,Manual,First,5,3.41,22.5,6,maruti,wagon,22.5,998,67.04,38
Hyderabad,Petrol,Manual,Second,5,1.8,19.7,11,maruti,alto,19.7,796,46.3,85
Chennai,Petrol,Manual,First,5,2.75,22.7,4,datsun,redi-go,22.7,799,53,26
Coimbatore,Diesel,Manual,First,5,7.52,22.77,6,ford,ecosport,22.77,1498,98.59,64
Chennai,Petrol,Manual,First,5,6.25,20.85,3,maruti,swift,20.85,1197,83.14,28
Coimbatore,Petrol,Manual,First,5,6.22,17,5,hyundai,i20,17,1197,80,20
Mumbai,Petrol,Manual,First,5,3.75,23.1,6,maruti,celerio,23.1,998,67.04,21
Kolkata,Petrol,Manual,First,5,2.25,20.36,8,hyundai,i10,20.36,1197,78.9,31
Mumbai,Petrol,Manual,First,5,3.55,17.71,7,toyota,etios,17.71,1197,78.9,8
Ahmedabad,Petrol,Manual,First,5,2.66,21.1,5,hyundai,eon,21.1,814,55.2,20
Pune,Diesel,Manual,Second,5,2.4,25,4,tata,indigo,25,1396,69.01,52
Pune,Petrol,Manual,First,5,3,20.51,7,maruti,wagon,20.51,998,67.04,32
Kochi,Diesel,Manual,First,5,6.67,28.4,3,maruti,dzire,28.4,1248,73.75,54
Coimbatore,Petrol,Manual,Fourth & Above,5,1.97,13.8,12,ford,ikon,13.8,1299,70,59
Kolkata,Petrol,Manual,First,5,2.8,16.47,7,volkswagen,polo,16.47,1198,73.9,30
Jaipur,Petrol,Manual,First,5,2.65,20.36,9,hyundai,i10,20.36,1197,78.9,40
Chennai,Diesel,Manual,First,8,4.75,18.2,6,chevrolet,enjoy,18.2,1248,73.74,45
Bangalore,Diesel,Manual,First,5,4.5,17.8,8,maruti,swift,17.8,1248,75,62
Pune,Petrol,Manual,First,5,3.5,17.71,6,toyota,etios,17.71,1197,78.9,80
Hyderabad,Diesel,Manual,First,5,6.75,26,6,honda,city,26,1498,98.6,90
Hyderabad,Diesel,Manual,First,5,5.4,19.3,6,maruti,swift,19.3,1248,73.9,123
Delhi,Petrol,Manual,First,5,3.5,20.51,5,maruti,wagon,20.51,998,67.04,13
Hyderabad,Petrol,Manual,First,5,2.6,21.1,8,hyundai,eon,21.1,814,55.2,60
Kolkata,Petrol,Manual,First,5,4.5,20.51,2,maruti,wagon,20.51,998,67.04,10
Kochi,Petrol,Manual,First,5,5.2,23.1,3,maruti,celerio,23.1,998,67.04,3
Kochi,Petrol,Manual,First,5,3.6,22.7,2,datsun,redi-go,22.7,799,53.64,6
Pune,Diesel,Manual,First,5,3.3,21.2,6,fiat,grande,21.2,1248,75,74
Delhi,Petrol,Manual,First,5,3.9,19.1,6,maruti,swift,19.1,1197,85.8,56
Mumbai,Petrol,Automatic,First,5,4.3,16.5,6,honda,brio,16.5,1198,86.8,36
Kolkata,Petrol,Manual,First,5,2.25,18.9,9,maruti,wagon,18.9,998,67.1,34
Ahmedabad,Petrol,Manual,First,5,3.2,19.81,7,hyundai,i10,19.81,1086,68.05,49
Chennai,Diesel,Manual,First,5,2.95,23.2,11,maruti,ritz,23.2,1248,73.94,83
Kochi,Petrol,Manual,First,5,6.37,21.4,3,maruti,baleno,21.4,1197,83.1,15
Chennai,Diesel,Manual,Second,5,2.6,22.3,8,tata,indica,22.3,1248,74,120
Kolkata,Petrol,Manual,First,5,1.9,18.5,10,hyundai,i20,18.5,1197,80,45
Coimbatore,Petrol,Manual,First,5,4.44,15.1,3,maruti,eeco,15.1,1196,73,22
Chennai,Diesel,Manual,Second,7,8.2,25.47,4,maruti,ertiga,25.47,1248,88.5,86
Ahmedabad,Petrol,Automatic,First,5,5.25,16.9,6,hyundai,xcent,16.9,1197,81.86,69
Delhi,Petrol,Manual,First,5,2.74,19.81,7,hyundai,i10,19.81,1086,68.05,53
Mumbai,Petrol,Manual,First,5,6.99,21.1,3,maruti,baleno,21.1,998,100,16
Jaipur,Petrol,Manual,First,5,2.25,19.81,11,hyundai,i10,19.81,1086,68.05,57
Coimbatore,Petrol,Manual,Second,5,2.87,18.6,8,chevrolet,beat,18.6,1199,79.4,24
Kochi,Diesel,Manual,First,6,4.49,25.32,3,mahindra,kuv,25.32,1198,77,60
Jaipur,Diesel,Manual,First,5,2.9,22.07,9,volkswagen,polo,22.07,1199,73.9,77
Kolkata,Diesel,Manual,First,5,5.49,25.6,5,honda,city,25.6,1498,98.6,39
Coimbatore,Diesel,Manual,First,5,5.86,22.07,5,volkswagen,polo,22.07,1199,73.9,46
Coimbatore,Petrol,Manual,First,5,6.39,20.4,4,maruti,swift,20.4,1197,81.8,57
Jaipur,Petrol,Manual,First,5,2.75,22.74,5,maruti,alto,22.74,796,47.3,25
Chennai,Diesel,Manual,First,5,2.5,20,9,ford,figo,20,1399,68,169
Delhi,Petrol,Manual,First,5,2.35,17.92,8,hyundai,santro,17.92,1086,62.1,53
Coimbatore,Petrol,Manual,First,5,4.65,18.9,5,maruti,wagon,18.9,998,67.1,43
Ahmedabad,Diesel,Manual,First,5,6,26,6,honda,city,26,1498,98.6,75
Hyderabad,Diesel,Manual,First,5,7,25.1,6,honda,city,25.1,1498,98.6,75
Kochi,Petrol,Manual,First,5,2.93,24.07,6,maruti,alto,24.07,998,67.1,51
Pune,Petrol,Manual,First,5,1.75,14,12,maruti,wagon,14,1061,64,82
Hyderabad,Petrol,Manual,First,5,2.6,19,9,maruti,zen,19,998,67.1,61
Kolkata,Petrol,Manual,First,5,2.49,20.36,9,hyundai,i10,20.36,1197,78.9,43
Hyderabad,Petrol,Automatic,First,5,5.4,16.5,7,honda,brio,16.5,1198,86.8,47
Jaipur,Petrol,Automatic,First,5,4.35,20.51,3,maruti,wagon,20.51,998,67,34
Jaipur,Petrol,Manual,First,5,2.5,18.9,9,maruti,wagon,18.9,998,67.1,80
Mumbai,Petrol,Manual,First,5,2.99,25.17,4,renault,kwid,25.17,799,53.3,16
Kolkata,Petrol,Manual,First,5,2.61,24.7,4,maruti,alto,24.7,796,47.3,31
Delhi,Diesel,Manual,First,8,8.25,12.99,7,toyota,innova,12.99,2494,100,91
Hyderabad,Diesel,Manual,First,5,5.5,25.83,5,ford,figo,,1498,99,45
Coimbatore,Petrol,Manual,First,5,5.53,19.4,6,honda,brio,,1198,86.8,28
Pune,Petrol,Manual,Second,5,1.1,14.2,16,ford,ikon,,1597,92,69
Delhi,Petrol,Manual,First,5,1.95,18.6,9,chevrolet,beat,,1199,79.4,76
Bangalore,Diesel,Manual,First,5,6.1,22.9,6,maruti,swift,,1248,74,98
Coimbatore,Petrol,Manual,First,5,4.01,21.1,5,hyundai,eon,,814,55.2,34
Kolkata,Petrol,Manual,First,5,3.15,19.5,7,honda,amaze,,1199,88.76,32
